,sg_value,integer
"(10, 8, 4, 3, 2, 1, 1, 1)",3,30
"(9, 9, 4, 3, 2, 1, 1, 1)",5,30
"(18, 4, 3, 2, 1, 1, 1)",2,30
"(7, 5, 5, 5, 3, 2, 1, 1, 1)",1,30
"(6, 6, 5, 5, 3, 2, 1, 1, 1)",6,30
"(12, 5, 5, 3, 2, 1, 1, 1)",4,30
"(11, 6, 5, 3, 2, 1, 1, 1)",3,30
"(10, 7, 5, 3, 2, 1, 1, 1)",0,30
"(9, 8, 5, 3, 2, 1, 1, 1)",7,30
"(17, 5, 3, 2, 1, 1, 1)",1,30
"(10, 6, 6, 3, 2, 1, 1, 1)",5,30
"(9, 7, 6, 3, 2, 1, 1, 1)",6,30
"(8, 8, 6, 3, 2, 1, 1, 1)",5,30
"(16, 6, 3, 2, 1, 1, 1)",2,30
"(8, 7, 7, 3, 2, 1, 1, 1)",6,30
"(15, 7, 3, 2, 1, 1, 1)",1,30
"(14, 8, 3, 2, 1, 1, 1)",2,30
"(13, 9, 3, 2, 1, 1, 1)",1,30
"(12, 10, 3, 2, 1, 1, 1)",2,30
"(11, 11, 3, 2, 1, 1, 1)",3,30
"(22, 3, 2, 1, 1, 1)",3,30
"(5, 4, 4, 4, 4, 4, 2, 1, 1, 1)",1,30
"(9, 4, 4, 4, 4, 2, 1, 1, 1)",4,30
"(8, 5, 4, 4, 4, 2, 1, 1, 1)",3,30
"(7, 6, 4, 4, 4, 2, 1, 1, 1)",8,30
"(13, 4, 4, 4, 2, 1, 1, 1)",3,30
"(7, 5, 5, 4, 4, 2, 1, 1, 1)",5,30
"(6, 6, 5, 4, 4, 2, 1, 1, 1)",0,30
"(12, 5, 4, 4, 2, 1, 1, 1)",0,30
"(11, 6, 4, 4, 2, 1, 1, 1)",3,30
"(10, 7, 4, 4, 2, 1, 1, 1)",0,30
"(9, 8, 4, 4, 2, 1, 1, 1)",1,30
"(17, 4, 4, 2, 1, 1, 1)",5,30
"(6, 5, 5, 5, 4, 2, 1, 1, 1)",3,30
"(11, 5, 5, 4, 2, 1, 1, 1)",3,30
"(10, 6, 5, 4, 2, 1, 1, 1)",4,30
"(9, 7, 5, 4, 2, 1, 1, 1)",3,30
"(8, 8, 5, 4, 2, 1, 1, 1)",7,30
"(16, 5, 4, 2, 1, 1, 1)",3,30
"(9, 6, 6, 4, 2, 1, 1, 1)",1,30
"(8, 7, 6, 4, 2, 1, 1, 1)",8,30
"(15, 6, 4, 2, 1, 1, 1)",0,30
"(7, 7, 7, 4, 2, 1, 1, 1)",7,30
"(14, 7, 4, 2, 1, 1, 1)",3,30
"(13, 8, 4, 2, 1, 1, 1)",0,30
"(12, 9, 4, 2, 1, 1, 1)",4,30
"(11, 10, 4, 2, 1, 1, 1)",5,30
"(21, 4, 2, 1, 1, 1)",3,30
"(5, 5, 5, 5, 5, 2, 1, 1, 1)",4,30
"(10, 5, 5, 5, 2, 1, 1, 1)",0,30
"(9, 6, 5, 5, 2, 1, 1, 1)",3,30
"(8, 7, 5, 5, 2, 1, 1, 1)",3,30
"(15, 5, 5, 2, 1, 1, 1)",1,30
"(8, 6, 6, 5, 2, 1, 1, 1)",0,30
"(7, 7, 6, 5, 2, 1, 1, 1)",5,30
"(14, 6, 5, 2, 1, 1, 1)",2,30
"(13, 7, 5, 2, 1, 1, 1)",2,30
"(12, 8, 5, 2, 1, 1, 1)",1,30
"(11, 9, 5, 2, 1, 1, 1)",1,30
"(10, 10, 5, 2, 1, 1, 1)",5,30
"(20, 5, 2, 1, 1, 1)",0,30
"(7, 6, 6, 6, 2, 1, 1, 1)",1,30
"(13, 6, 6, 2, 1, 1, 1)",1,30
"(12, 7, 6, 2, 1, 1, 1)",5,30
"(11, 8, 6, 2, 1, 1, 1)",2,30
"(10, 9, 6, 2, 1, 1, 1)",2,30
"(19, 6, 2, 1, 1, 1)",3,30
"(11, 7, 7, 2, 1, 1, 1)",1,30
"(10, 8, 7, 2, 1, 1, 1)",2,30
"(9, 9, 7, 2, 1, 1, 1)",4,30
"(18, 7, 2, 1, 1, 1)",0,30
"(9, 8, 8, 2, 1, 1, 1)",1,30
"(17, 8, 2, 1, 1, 1)",3,30
"(16, 9, 2, 1, 1, 1)",0,30
"(15, 10, 2, 1, 1, 1)",3,30
"(14, 11, 2, 1, 1, 1)",0,30
"(13, 12, 2, 1, 1, 1)",0,30
"(25, 2, 1, 1, 1)",1,30
"(3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1)",0,30
"(6, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1)",4,30
"(5, 4, 3, 3, 3, 3, 3, 3, 1, 1, 1)",1,30
"(9, 3, 3, 3, 3, 3, 3, 1, 1, 1)",0,30
"(4, 4, 4, 3, 3, 3, 3, 3, 1, 1, 1)",6,30
"(8, 4, 3, 3, 3, 3, 3, 1, 1, 1)",5,30
"(7, 5, 3, 3, 3, 3, 3, 1, 1, 1)",2,30
"(6, 6, 3, 3, 3, 3, 3, 1, 1, 1)",3,30
"(12, 3, 3, 3, 3, 3, 1, 1, 1)",4,30
"(7, 4, 4, 3, 3, 3, 3, 1, 1, 1)",8,30
"(6, 5, 4, 3, 3, 3, 3, 1, 1, 1)",3,30
"(11, 4, 3, 3, 3, 3, 1, 1, 1)",1,30
"(5, 5, 5, 3, 3, 3, 3, 1, 1, 1)",0,30
"(10, 5, 3, 3, 3, 3, 1, 1, 1)",4,30
"(9, 6, 3, 3, 3, 3, 1, 1, 1)",2,30
"(8, 7, 3, 3, 3, 3, 1, 1, 1)",7,30
"(15, 3, 3, 3, 3, 1, 1, 1)",0,30
"(6, 4, 4, 4, 3, 3, 3, 1, 1, 1)",0,30
"(5, 5, 4, 4, 3, 3, 3, 1, 1, 1)",1,30
"(10, 4, 4, 3, 3, 3, 1, 1, 1)",6,30
"(9, 5, 4, 3, 3, 3, 1, 1, 1)",5,30
"(8, 6, 4, 3, 3, 3, 1, 1, 1)",6,30
"(7, 7, 4, 3, 3, 3, 1, 1, 1)",1,30
"(14, 4, 3, 3, 3, 1, 1, 1)",1,30
"(8, 5, 5, 3, 3, 3, 1, 1, 1)",6,30
"(7, 6, 5, 3, 3, 3, 1, 1, 1)",5,30
"(13, 5, 3, 3, 3, 1, 1, 1)",2,30
"(6, 6, 6, 3, 3, 3, 1, 1, 1)",8,30
"(12, 6, 3, 3, 3, 1, 1, 1)",0,30
"(11, 7, 3, 3, 3, 1, 1, 1)",2,30
"(10, 8, 3, 3, 3, 1, 1, 1)",5,30
"(9, 9, 3, 3, 3, 1, 1, 1)",0,30
"(18, 3, 3, 3, 1, 1, 1)",4,30
"(5, 4, 4, 4, 4, 3, 3, 1, 1, 1)",4,30
"(9, 4, 4, 4, 3, 3, 1, 1, 1)",2,30
"(8, 5, 4, 4, 3, 3, 1, 1, 1)",1,30
"(7, 6, 4, 4, 3, 3, 1, 1, 1)",2,30
"(13, 4, 4, 3, 3, 1, 1, 1)",4,30
"(7, 5, 5, 4, 3, 3, 1, 1, 1)",6,30
"(6, 6, 5, 4, 3, 3, 1, 1, 1)",6,30
"(12, 5, 4, 3, 3, 1, 1, 1)",0,30
"(11, 6, 4, 3, 3, 1, 1, 1)",3,30
"(10, 7, 4, 3, 3, 1, 1, 1)",0,30
"(9, 8, 4, 3, 3, 1, 1, 1)",0,30
"(17, 4, 3, 3, 1, 1, 1)",6,30
"(6, 5, 5, 5, 3, 3, 1, 1, 1)",6,30
"(11, 5, 5, 3, 3, 1, 1, 1)",0,30
"(10, 6, 5, 3, 3, 1, 1, 1)",4,30
"(9, 7, 5, 3, 3, 1, 1, 1)",2,30
"(8, 8, 5, 3, 3, 1, 1, 1)",3,30
"(16, 5, 3, 3, 1, 1, 1)",6,30
"(9, 6, 6, 3, 3, 1, 1, 1)",6,30
"(8, 7, 6, 3, 3, 1, 1, 1)",3,30
"(15, 6, 3, 3, 1, 1, 1)",7,30
"(7, 7, 7, 3, 3, 1, 1, 1)",0,30
"(14, 7, 3, 3, 1, 1, 1)",1,30
"(13, 8, 3, 3, 1, 1, 1)",2,30
"(12, 9, 3, 3, 1, 1, 1)",8,30
"(11, 10, 3, 3, 1, 1, 1)",1,30
"(21, 3, 3, 1, 1, 1)",0,30
"(4, 4, 4, 4, 4, 4, 3, 1, 1, 1)",3,30
"(8, 4, 4, 4, 4, 3, 1, 1, 1)",5,30
"(7, 5, 4, 4, 4, 3, 1, 1, 1)",2,30
"(6, 6, 4, 4, 4, 3, 1, 1, 1)",4,30
"(12, 4, 4, 4, 3, 1, 1, 1)",5,30
"(6, 5, 5, 4, 4, 3, 1, 1, 1)",7,30
"(11, 5, 4, 4, 3, 1, 1, 1)",3,30
"(10, 6, 4, 4, 3, 1, 1, 1)",4,30
"(9, 7, 4, 4, 3, 1, 1, 1)",6,30
"(8, 8, 4, 4, 3, 1, 1, 1)",3,30
"(16, 4, 4, 3, 1, 1, 1)",0,30
"(5, 5, 5, 5, 4, 3, 1, 1, 1)",6,30
"(10, 5, 5, 4, 3, 1, 1, 1)",1,30
"(9, 6, 5, 4, 3, 1, 1, 1)",2,30
"(8, 7, 5, 4, 3, 1, 1, 1)",3,30
"(15, 5, 4, 3, 1, 1, 1)",5,30
"(8, 6, 6, 4, 3, 1, 1, 1)",1,30
"(7, 7, 6, 4, 3, 1, 1, 1)",3,30
"(14, 6, 4, 3, 1, 1, 1)",6,30
"(13, 7, 4, 3, 1, 1, 1)",8,30
"(12, 8, 4, 3, 1, 1, 1)",9,30
"(11, 9, 4, 3, 1, 1, 1)",8,30
"(10, 10, 4, 3, 1, 1, 1)",4,30
"(20, 4, 3, 1, 1, 1)",1,30
"(9, 5, 5, 5, 3, 1, 1, 1)",2,30
"(8, 6, 5, 5, 3, 1, 1, 1)",3,30
"(7, 7, 5, 5, 3, 1, 1, 1)",0,30
"(14, 5, 5, 3, 1, 1, 1)",4,30
"(7, 6, 6, 5, 3, 1, 1, 1)",8,30
"(13, 6, 5, 3, 1, 1, 1)",8,30
"(12, 7, 5, 3, 1, 1, 1)",6,30
"(11, 8, 5, 3, 1, 1, 1)",2,30
"(10, 9, 5, 3, 1, 1, 1)",4,30
"(19, 5, 3, 1, 1, 1)",4,30
"(6, 6, 6, 6, 3, 1, 1, 1)",3,30
"(12, 6, 6, 3, 1, 1, 1)",4,30
"(11, 7, 6, 3, 1, 1, 1)",8,30
"(10, 8, 6, 3, 1, 1, 1)",0,30
"(9, 9, 6, 3, 1, 1, 1)",8,30
"(18, 6, 3, 1, 1, 1)",1,30
"(10, 7, 7, 3, 1, 1, 1)",8,30
"(9, 8, 7, 3, 1, 1, 1)",8,30
"(17, 7, 3, 1, 1, 1)",9,30
"(8, 8, 8, 3, 1, 1, 1)",6,30
"(16, 8, 3, 1, 1, 1)",1,30
"(15, 9, 3, 1, 1, 1)",9,30
"(14, 10, 3, 1, 1, 1)",1,30
"(13, 11, 3, 1, 1, 1)",2,30
"(12, 12, 3, 1, 1, 1)",3,30
"(24, 3, 1, 1, 1)",5,30
"(7, 4, 4, 4, 4, 4, 1, 1, 1)",4,30
"(6, 5, 4, 4, 4, 4, 1, 1, 1)",0,30
"(11, 4, 4, 4, 4, 1, 1, 1)",4,30
"(5, 5, 5, 4, 4, 4, 1, 1, 1)",2,30
"(10, 5, 4, 4, 4, 1, 1, 1)",0,30
"(9, 6, 4, 4, 4, 1, 1, 1)",3,30
"(8, 7, 4, 4, 4, 1, 1, 1)",3,30
"(15, 4, 4, 4, 1, 1, 1)",4,30
"(9, 5, 5, 4, 4, 1, 1, 1)",4,30
"(8, 6, 5, 4, 4, 1, 1, 1)",5,30
"(7, 7, 5, 4, 4, 1, 1, 1)",0,30
"(14, 5, 4, 4, 1, 1, 1)",3,30
"(7, 6, 6, 4, 4, 1, 1, 1)",5,30
"(13, 6, 4, 4, 1, 1, 1)",0,30
"(12, 7, 4, 4, 1, 1, 1)",3,30
"(11, 8, 4, 4, 1, 1, 1)",0,30
"(10, 9, 4, 4, 1, 1, 1)",0,30
"(19, 4, 4, 1, 1, 1)",4,30
"(8, 5, 5, 5, 4, 1, 1, 1)",0,30
"(7, 6, 5, 5, 4, 1, 1, 1)",8,30
"(13, 5, 5, 4, 1, 1, 1)",1,30
"(6, 6, 6, 5, 4, 1, 1, 1)",3,30
"(12, 6, 5, 4, 1, 1, 1)",4,30
"(11, 7, 5, 4, 1, 1, 1)",1,30
"(10, 8, 5, 4, 1, 1, 1)",6,30
"(9, 9, 5, 4, 1, 1, 1)",2,30
"(18, 5, 4, 1, 1, 1)",0,30
"(11, 6, 6, 4, 1, 1, 1)",2,30
"(10, 7, 6, 4, 1, 1, 1)",7,30
"(9, 8, 6, 4, 1, 1, 1)",8,30
"(17, 6, 4, 1, 1, 1)",3,30
"(9, 7, 7, 4, 1, 1, 1)",5,30
"(8, 8, 7, 4, 1, 1, 1)",4,30
"(16, 7, 4, 1, 1, 1)",0,30
"(15, 8, 4, 1, 1, 1)",3,30
"(14, 9, 4, 1, 1, 1)",0,30
"(13, 10, 4, 1, 1, 1)",3,30
"(12, 11, 4, 1, 1, 1)",3,30
"(23, 4, 1, 1, 1)",5,30
"(7, 5, 5, 5, 5, 1, 1, 1)",0,30
"(6, 6, 5, 5, 5, 1, 1, 1)",3,30
"(12, 5, 5, 5, 1, 1, 1)",4,30
"(11, 6, 5, 5, 1, 1, 1)",4,30
"(10, 7, 5, 5, 1, 1, 1)",4,30
"(9, 8, 5, 5, 1, 1, 1)",1,30
"(17, 5, 5, 1, 1, 1)",0,30
"(10, 6, 6, 5, 1, 1, 1)",0,30
"(9, 7, 6, 5, 1, 1, 1)",1,30
"(8, 8, 6, 5, 1, 1, 1)",4,30
"(16, 6, 5, 1, 1, 1)",1,30
"(8, 7, 7, 5, 1, 1, 1)",4,30
"(15, 7, 5, 1, 1, 1)",4,30
"(14, 8, 5, 1, 1, 1)",4,30
"(13, 9, 5, 1, 1, 1)",5,30
"(12, 10, 5, 1, 1, 1)",1,30
"(11, 11, 5, 1, 1, 1)",0,30
"(22, 5, 1, 1, 1)",5,30
"(9, 6, 6, 6, 1, 1, 1)",4,30
"(8, 7, 6, 6, 1, 1, 1)",0,30
"(15, 6, 6, 1, 1, 1)",4,30
"(7, 7, 7, 6, 1, 1, 1)",2,30
"(14, 7, 6, 1, 1, 1)",0,30
"(13, 8, 6, 1, 1, 1)",3,30
"(12, 9, 6, 1, 1, 1)",0,30
"(11, 10, 6, 1, 1, 1)",0,30
"(21, 6, 1, 1, 1)",5,30
"(13, 7, 7, 1, 1, 1)",0,30
"(12, 8, 7, 1, 1, 1)",0,30
"(11, 9, 7, 1, 1, 1)",6,30
"(10, 10, 7, 1, 1, 1)",3,30
"(20, 7, 1, 1, 1)",5,30
"(11, 8, 8, 1, 1, 1)",4,30
"(10, 9, 8, 1, 1, 1)",3,30
"(19, 8, 1, 1, 1)",5,30
"(9, 9, 9, 1, 1, 1)",0,30
"(18, 9, 1, 1, 1)",5,30
"(17, 10, 1, 1, 1)",5,30
"(16, 11, 1, 1, 1)",5,30
"(15, 12, 1, 1, 1)",5,30
"(14, 13, 1, 1, 1)",5,30
"(27, 1, 1, 1)",0,30
"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,30
"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(7, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(6, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",6,30
"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(6, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(5, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,30
"(9, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(8, 4, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(7, 5, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,30
"(6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(12, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(5, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,30
"(4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",8,30
"(8, 3, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",1,30
"(7, 4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(6, 5, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(11, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(6, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(5, 5, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(10, 4, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,30
"(9, 5, 2, 2, 2, 2, 2, 2, 2, 1, 1)",8,30
"(8, 6, 2, 2, 2, 2, 2, 2, 2, 1, 1)",7,30
"(7, 7, 2, 2, 2, 2, 2, 2, 2, 1, 1)",6,30
"(14, 2, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",6,30
"(7, 3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(6, 4, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",8,30
"(5, 5, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(10, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(5, 4, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1)",4,30
"(9, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1)",1,30
"(8, 5, 3, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(7, 6, 3, 2, 2, 2, 2, 2, 2, 1, 1)",6,30
"(13, 3, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(8, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(7, 5, 4, 2, 2, 2, 2, 2, 2, 1, 1)",1,30
"(6, 6, 4, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(12, 4, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(6, 5, 5, 2, 2, 2, 2, 2, 2, 1, 1)",1,30
"(11, 5, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(10, 6, 2, 2, 2, 2, 2, 2, 1, 1)",0,30
"(9, 7, 2, 2, 2, 2, 2, 2, 1, 1)",7,30
"(8, 8, 2, 2, 2, 2, 2, 2, 1, 1)",3,30
"(16, 2, 2, 2, 2, 2, 2, 1, 1)",2,30
"(3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",7,30
"(6, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",1,30
"(5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",4,30
"(9, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1)",7,30
"(4, 4, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1)",0,30
"(8, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1)",1,30
"(7, 5, 3, 3, 2, 2, 2, 2, 2, 1, 1)",5,30
"(6, 6, 3, 3, 2, 2, 2, 2, 2, 1, 1)",8,30
"(12, 3, 3, 2, 2, 2, 2, 2, 1, 1)",1,30
"(7, 4, 4, 3, 2, 2, 2, 2, 2, 1, 1)",8,30
"(6, 5, 4, 3, 2, 2, 2, 2, 2, 1, 1)",4,30
"(11, 4, 3, 2, 2, 2, 2, 2, 1, 1)",2,30
"(5, 5, 5, 3, 2, 2, 2, 2, 2, 1, 1)",1,30
"(10, 5, 3, 2, 2, 2, 2, 2, 1, 1)",8,30
"(9, 6, 3, 2, 2, 2, 2, 2, 1, 1)",3,30
"(8, 7, 3, 2, 2, 2, 2, 2, 1, 1)",3,30
"(15, 3, 2, 2, 2, 2, 2, 1, 1)",4,30
"(6, 4, 4, 4, 2, 2, 2, 2, 2, 1, 1)",7,30
"(5, 5, 4, 4, 2, 2, 2, 2, 2, 1, 1)",6,30
"(10, 4, 4, 2, 2, 2, 2, 2, 1, 1)",3,30
"(9, 5, 4, 2, 2, 2, 2, 2, 1, 1)",3,30
"(8, 6, 4, 2, 2, 2, 2, 2, 1, 1)",0,30
"(7, 7, 4, 2, 2, 2, 2, 2, 1, 1)",0,30
"(14, 4, 2, 2, 2, 2, 2, 1, 1)",7,30
"(8, 5, 5, 2, 2, 2, 2, 2, 1, 1)",5,30
"(7, 6, 5, 2, 2, 2, 2, 2, 1, 1)",6,30
"(13, 5, 2, 2, 2, 2, 2, 1, 1)",8,30
"(6, 6, 6, 2, 2, 2, 2, 2, 1, 1)",3,30
"(12, 6, 2, 2, 2, 2, 2, 1, 1)",7,30
"(11, 7, 2, 2, 2, 2, 2, 1, 1)",8,30
"(10, 8, 2, 2, 2, 2, 2, 1, 1)",7,30
"(9, 9, 2, 2, 2, 2, 2, 1, 1)",6,30
"(18, 2, 2, 2, 2, 2, 1, 1)",3,30
"(5, 3, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1)",0,30
"(4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1)",0,30
"(8, 3, 3, 3, 3, 2, 2, 2, 2, 1, 1)",2,30
"(7, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1)",1,30
"(6, 5, 3, 3, 3, 2, 2, 2, 2, 1, 1)",7,30
"(11, 3, 3, 3, 2, 2, 2, 2, 1, 1)",0,30
"(6, 4, 4, 3, 3, 2, 2, 2, 2, 1, 1)",2,30
"(5, 5, 4, 3, 3, 2, 2, 2, 2, 1, 1)",3,30
"(10, 4, 3, 3, 2, 2, 2, 2, 1, 1)",4,30
"(9, 5, 3, 3, 2, 2, 2, 2, 1, 1)",9,30
"(8, 6, 3, 3, 2, 2, 2, 2, 1, 1)",0,30
"(7, 7, 3, 3, 2, 2, 2, 2, 1, 1)",4,30
"(14, 3, 3, 2, 2, 2, 2, 1, 1)",2,30
"(5, 4, 4, 4, 3, 2, 2, 2, 2, 1, 1)",4,30
"(9, 4, 4, 3, 2, 2, 2, 2, 1, 1)",4,30
"(8, 5, 4, 3, 2, 2, 2, 2, 1, 1)",3,30
"(7, 6, 4, 3, 2, 2, 2, 2, 1, 1)",4,30
"(13, 4, 3, 2, 2, 2, 2, 1, 1)",5,30
"(7, 5, 5, 3, 2, 2, 2, 2, 1, 1)",4,30
"(6, 6, 5, 3, 2, 2, 2, 2, 1, 1)",8,30
"(12, 5, 3, 2, 2, 2, 2, 1, 1)",5,30
"(11, 6, 3, 2, 2, 2, 2, 1, 1)",5,30
"(10, 7, 3, 2, 2, 2, 2, 1, 1)",2,30
"(9, 8, 3, 2, 2, 2, 2, 1, 1)",6,30
"(17, 3, 2, 2, 2, 2, 1, 1)",0,30
"(4, 4, 4, 4, 4, 2, 2, 2, 2, 1, 1)",2,30
"(8, 4, 4, 4, 2, 2, 2, 2, 1, 1)",4,30
"(7, 5, 4, 4, 2, 2, 2, 2, 1, 1)",4,30
"(6, 6, 4, 4, 2, 2, 2, 2, 1, 1)",3,30
"(12, 4, 4, 2, 2, 2, 2, 1, 1)",2,30
"(6, 5, 5, 4, 2, 2, 2, 2, 1, 1)",3,30
"(11, 5, 4, 2, 2, 2, 2, 1, 1)",1,30
"(10, 6, 4, 2, 2, 2, 2, 1, 1)",1,30
"(9, 7, 4, 2, 2, 2, 2, 1, 1)",8,30
"(8, 8, 4, 2, 2, 2, 2, 1, 1)",2,30
"(16, 4, 2, 2, 2, 2, 1, 1)",0,30
"(5, 5, 5, 5, 2, 2, 2, 2, 1, 1)",4,30
"(10, 5, 5, 2, 2, 2, 2, 1, 1)",2,30
"(9, 6, 5, 2, 2, 2, 2, 1, 1)",6,30
"(8, 7, 5, 2, 2, 2, 2, 1, 1)",2,30
"(15, 5, 2, 2, 2, 2, 1, 1)",3,30
"(8, 6, 6, 2, 2, 2, 2, 1, 1)",2,30
"(7, 7, 6, 2, 2, 2, 2, 1, 1)",0,30
"(14, 6, 2, 2, 2, 2, 1, 1)",0,30
"(13, 7, 2, 2, 2, 2, 1, 1)",3,30
"(12, 8, 2, 2, 2, 2, 1, 1)",0,30
"(11, 9, 2, 2, 2, 2, 1, 1)",7,30
"(10, 10, 2, 2, 2, 2, 1, 1)",3,30
"(20, 2, 2, 2, 2, 1, 1)",2,30
"(4, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1)",1,30
"(7, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1)",7,30
"(6, 4, 3, 3, 3, 3, 2, 2, 2, 1, 1)",6,30
"(5, 5, 3, 3, 3, 3, 2, 2, 2, 1, 1)",7,30
"(10, 3, 3, 3, 3, 2, 2, 2, 1, 1)",1,30
"(5, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1)",3,30
"(9, 4, 3, 3, 3, 2, 2, 2, 1, 1)",8,30
"(8, 5, 3, 3, 3, 2, 2, 2, 1, 1)",0,30
"(7, 6, 3, 3, 3, 2, 2, 2, 1, 1)",4,30
"(13, 3, 3, 3, 2, 2, 2, 1, 1)",7,30
"(4, 4, 4, 4, 3, 3, 2, 2, 2, 1, 1)",8,30
"(8, 4, 4, 3, 3, 2, 2, 2, 1, 1)",5,30
"(7, 5, 4, 3, 3, 2, 2, 2, 1, 1)",4,30
"(6, 6, 4, 3, 3, 2, 2, 2, 1, 1)",3,30
"(12, 4, 3, 3, 2, 2, 2, 1, 1)",7,30
"(6, 5, 5, 3, 3, 2, 2, 2, 1, 1)",1,30
"(11, 5, 3, 3, 2, 2, 2, 1, 1)",8,30
"(10, 6, 3, 3, 2, 2, 2, 1, 1)",2,30
"(9, 7, 3, 3, 2, 2, 2, 1, 1)",8,30
"(8, 8, 3, 3, 2, 2, 2, 1, 1)",8,30
"(16, 3, 3, 2, 2, 2, 1, 1)",1,30
"(7, 4, 4, 4, 3, 2, 2, 2, 1, 1)",6,30
"(6, 5, 4, 4, 3, 2, 2, 2, 1, 1)",3,30
"(11, 4, 4, 3, 2, 2, 2, 1, 1)",8,30
"(5, 5, 5, 4, 3, 2, 2, 2, 1, 1)",0,30
"(10, 5, 4, 3, 2, 2, 2, 1, 1)",7,30
"(9, 6, 4, 3, 2, 2, 2, 1, 1)",8,30
"(8, 7, 4, 3, 2, 2, 2, 1, 1)",4,30
"(15, 4, 3, 2, 2, 2, 1, 1)",2,30
"(9, 5, 5, 3, 2, 2, 2, 1, 1)",7,30
"(8, 6, 5, 3, 2, 2, 2, 1, 1)",7,30
"(7, 7, 5, 3, 2, 2, 2, 1, 1)",1,30
